period,symbol,start_date,end_date,trade_days,strategy_cumulative_return,strategy_annual_return,strategy_annual_volatility,strategy_sharpe,strategy_max_drawdown,strategy_calmar,benchmark_cumulative_return,benchmark_annual_return,benchmark_annual_volatility,benchmark_sharpe,benchmark_max_drawdown,benchmark_calmar,excess_annual_return,sharpe_diff,drawdown_improvement,exposure,buy_count,sell_count,total_trade_count,total_transaction_cost,fast_window,slow_window,ma_param
in_sample,000002,2021-06-04,2024-12-31,869,-0.6043589206823609,-0.23577360448065232,0.17829951262337534,-1.4174073583379398,-0.6114973746845964,-0.38556764794331577,-0.6784765279007959,-0.2803897365592414,0.3961047591915611,-0.6345301038323121,-0.720951099147599,-0.38891644230899175,0.044616132078589055,-0.7828772545056277,0.10945372446300261,0.24165707710011508,9,9,18,0.009000000000000001,10,100,10/100
in_sample,300750,2021-06-04,2024-12-31,869,0.08495166568198931,0.023926082366271917,0.3171135474346221,0.2311746553729255,-0.509605833037716,0.046950173673740395,0.1927671335550638,0.05244706547681832,0.43902084076251274,0.33353983550679367,-0.6287827461607955,0.08341047173614126,-0.028520983110546405,-0.10236518013386817,0.11917691312307954,0.49712313003452246,7,6,13,0.006500000000000001,10,100,10/100
in_sample,600036,2021-06-04,2024-12-31,869,-0.4076644526222536,-0.14089295954812253,0.1683785341514151,-0.817502344016284,-0.46829739323076947,-0.3008621478247109,-0.1639344262295036,-0.05059701305128328,0.2920197527610755,-0.032365276892426915,-0.5010024504343947,-0.10099154806012044,-0.09029594649683925,-0.785137067123857,0.032705057203625265,0.45569620253164556,12,11,23,0.0115,10,100,10/100
in_sample,600519,2021-06-04,2024-12-31,869,-0.2743398146768746,-0.08879885191961445,0.1459152392892403,-0.5644144063479662,-0.3357609620310408,-0.26447044761387445,-0.2454821751273233,-0.07843586677843883,0.2827827096298739,-0.14837263086363134,-0.39850798754144634,-0.19682382594723075,-0.010362985141175618,-0.4160417754843349,0.06274702551040556,0.44533947065592633,11,10,21,0.0105,10,100,10/100
in_sample,000001,2021-06-21,2024-12-31,859,-0.1389602662055065,-0.04294230493683249,0.14957176215543214,-0.21852866664982504,-0.2307913482689976,-0.18606548841155568,-0.4100877192982454,-0.14344116435788068,0.29134858909160055,-0.3866357654963538,-0.5964912280701751,-0.24047489318821189,0.10049885942104819,0.16810709884652877,0.36569987980117746,0.32828870779976715,6,5,11,0.0055,10,110,10/110
in_sample,000002,2021-06-21,2024-12-31,859,-0.5821072960193671,-0.2258343318712619,0.1785008318014144,-1.343288883345282,-0.5916170935284606,-0.38172381146792844,-0.6509615384615376,-0.26566317714316345,0.39789316544502285,-0.5790639465010896,-0.7059101654846327,-0.37634133935552,0.03982884527190156,-0.7642249368441925,0.11429307195617211,0.2339930151338766,8,8,16,0.008,10,110,10/110
in_sample,300750,2021-06-21,2024-12-31,859,-0.14248246965519995,-0.044092483939613514,0.310879150093361,0.008433843444930216,-0.5715286315423183,-0.0771483378192729,0.09944298113044292,0.02820238459167368,0.4361676313270242,0.2793833335009565,-0.628782746160796,0.044852351251479156,-0.07229486853128719,-0.2709494900560263,0.057254114618477736,0.4912689173457509,8,7,15,0.007500000000000001,10,110,10/110
in_sample,600036,2021-06-21,2024-12-31,859,-0.4243170088261248,-0.14955476535769463,0.1666044428454991,-0.888722398852785,-0.5118541754015877,-0.2921823686216055,-0.13964386129334372,-0.04316527322350172,0.2928572022789067,-0.004822728916201036,-0.49378531073446275,-0.08741708650526102,-0.10638949213419291,-0.883899669936584,-0.018068864667124984,0.45052386495925495,11,10,21,0.0105,10,110,10/110
in_sample,600519,2021-06-21,2024-12-31,859,-0.23862691840639083,-0.07686561124221414,0.1427148808991975,-0.4891141904757023,-0.345660917232553,-0.22237287298089492,-0.1981099646982457,-0.06271708014393318,0.2824846128972971,-0.08900495292081753,-0.38323288518003484,-0.1636526576117548,-0.014148531098280959,-0.4001092375548848,0.037571967947481855,0.42724097788125726,9,8,17,0.0085,10,110,10/110
in_sample,000001,2021-07-05,2024-12-31,849,-0.1003664856665264,-0.03090630318039078,0.142958438594072,-0.1481142533685445,-0.2189958872474973,-0.14112732238419687,-0.3875924871940808,-0.13545140513523812,0.28930398837386745,-0.35941432558790265,-0.5863760217983648,-0.23099751712189787,0.10454510195484734,0.21130007221935815,0.3673801345508675,0.31919905771495877,6,5,11,0.0055,10,120,10/120
in_sample,000002,2021-07-05,2024-12-31,849,-0.5545809705919957,-0.21341145062049527,0.18038747824442133,-1.2392080221988067,-0.5572606150148294,-0.3829652497778192,-0.6434184675834959,-0.2636710362636048,0.39849936746789416,-0.570799596865472,-0.699951760733236,-0.37669886848687345,0.050259585643109506,-0.6684084253333347,0.14269114571840658,0.22614840989399293,7,7,14,0.007,10,120,10/120
in_sample,300750,2021-07-05,2024-12-31,849,-0.26369460693939617,-0.08685408998755573,0.31189604419149725,-0.1371686413710102,-0.5751887619023359,-0.15100102043075575,-0.047829176171425014,-0.014442080314049477,0.4362403669051042,0.1823013688103195,-0.6287827461607959,-0.022968315212574655,-0.07241200967350625,-0.3194700101813297,0.05359398425845996,0.48056537102473496,9,8,17,0.0085,10,120,10/120
in_sample,600036,2021-07-05,2024-12-31,849,-0.37570283405978366,-0.1305029600379587,0.16082294808766215,-0.7889110723353705,-0.4409157787078887,-0.2959816054222416,-0.1130434782608698,-0.034979851386285454,0.2908597236906552,0.022386564207262174,-0.4937853107344633,-0.07084020246421653,-0.09552310865167324,-0.8112976365426326,0.05286953202657463,0.4381625441696113,12,11,23,0.0115,10,120,10/120
in_sample,600519,2021-07-05,2024-12-31,849,-0.38040867515326837,-0.13245352871356375,0.14700438504812186,-0.8927077193289835,-0.470465916107226,-0.28153692792354307,-0.17483310594193469,-0.055443472833431096,0.28210804023657293,-0.06213779459042929,-0.38323288518003384,-0.14467305645595901,-0.07701005588013266,-0.8305699247385542,-0.08723303092719215,0.44758539458186103,8,7,15,0.0075,10,120,10/120
